Manufacturer,LCSC Part #,Description,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),value,tolerance,type,voltage,min_value,max_value
GUANGDONG FENGHUA ADVANCED TECH,C1620,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 470PF 50V 0603 ROHS,0603,86039,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B471K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B471K500NT_C1620.pdf,0.0049,4.7e-10,5.0,Capacitor,50.0,4.465e-10,4.935000000000001e-10
SAMSUNG ELECTRO-MECHANICS,C1710,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10NF 50V 0805 ROHS,0805,505850,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B103KBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B103KBANNNC_C1710.pdf,0.0088,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C15195,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10NF 50V 0402 ROHS,0402,221219,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05B103KB5NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05B103KB5NNNC_C15195.pdf,0.0166,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C1622,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 47NF 50V 0603 ROHS,0603,87457,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B473KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B473KB8NNNC_C1622.pdf,0.0079,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C1525,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100NF 16V 0402 ROHS,0402,2757582,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05B104KO5NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05B104KO5NNNC_C1525.pdf,0.0177,,5.0,,16.0,,
SAMSUNG ELECTRO-MECHANICS,C21120,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 220NF 25V 0603 ROHS,0603,196682,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B224KA8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B224KA8NNNC_C21120.pdf,0.01,,5.0,,25.0,,
SAMSUNG ELECTRO-MECHANICS,C1623,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 470NF 25V 0603 ROHS,0603,88820,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B474KA8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B474KA8NNNC_C1623.pdf,0.0138,,5.0,,25.0,,
UNIROYAL ELEC,C17903,CHIP RESISTOR - SURFACE MOUNT 10OHMS ±1% 1/4W 1206 ROHS,1206,302195,CHIP RESISTOR - SURFACE MOUNT,1206W4F100JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F100JT5E_C17903.pdf,0.0042,10.0,1.0,Resistor,,9.9,10.1
AVX,C16133,TANTALUM CAPACITORS 100UF 6.3V CASE-B_3528 ROHS,CASE-B_3528,127818,TANTALUM CAPACITORS,TAJB107K006RNJ,https://datasheet.lcsc.com/szlcsc/AVX-TAJB107K006RNJ_C16133.pdf,0.1177,,5.0,,3.0,,
UNIROYAL ELEC,C4410,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/4W 1206 ROHS,1206,320858,CHIP RESISTOR - SURFACE MOUNT,1206W4F1001T5,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1001T5_C4410.pdf,0.0042,1000.0,1.0,Resistor,,990.0,1010.0
UNIROYAL ELEC,C11702,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/16W 0402 ROHS,0402,244726,CHIP RESISTOR - SURFACE MOUNT,0402WGF1001TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1001TCE_C11702.pdf,0.001,1000.0,1.0,Resistor,,990.0,1010.0
UNIROYAL ELEC,C17513,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/8W 0805 ROHS,0805,1957712,CHIP RESISTOR - SURFACE MOUNT,0805W8F1001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1001T5E_C17513.pdf,0.0027,1000.0,1.0,Resistor,,990.0,1010.0
UNIROYAL ELEC,C22790,CHIP RESISTOR - SURFACE MOUNT 12KOHMS ±1% 1/10W 0603 ROHS,0603,99497,CHIP RESISTOR - SURFACE MOUNT,0603WAF1202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1202T5E_C22790.pdf,0.0023,12000.0,1.0,Resistor,,11880.0,12120.0
YANGXING TECH,C9002,SMD CRYSTAL RESONATORS 12MHZ ±10PPM SMD-3225_4P ROHS,SMD-3225_4P,46795,SMD CRYSTAL RESONATORS,X322512MSB4SI,https://datasheet.lcsc.com/szlcsc/Yangxing-Tech-X322512MSB4SI_C9002.pdf,0.11,,5.0,,,,
UNIROYAL ELEC,C22984,CHIP RESISTOR - SURFACE MOUNT 30KOHMS ±1% 1/10W 0603 ROHS,0603,161435,CHIP RESISTOR - SURFACE MOUNT,0603WAF3002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3002T5E_C22984.pdf,0.0017,30000.0,1.0,Resistor,,29700.0,30300.0
ALPHA & OMEGA SEMICON,C20917,"MOSFET N TRENCH 30V 5.7A 1.5V @ 250UA 26.5 M? @ 5.7A,10V SOT-23-3L ROHS",SOT-23-3L,155850,MOSFET,AO3400A,https://datasheet.lcsc.com/szlcsc/Alpha-Omega-Semicon-AOS-AO3400A_C20917.pdf,0.0821,,5.0,,30.0,,
SAMSUNG ELECTRO-MECHANICS,C1779,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 4.7UF 25V 0805 ROHS,0805,165316,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21A475KAQNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21A475KAQNNNE_C1779.pdf,0.0171,,5.0,,25.0,,
UNIROYAL ELEC,C23179,CHIP RESISTOR - SURFACE MOUNT 470OHMS ±1% 1/10W 0603 ROHS,0603,403029,CHIP RESISTOR - SURFACE MOUNT,0603WAF4700T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4700T5E_C23179.pdf,0.0049,470.0,1.0,Resistor,,465.3,474.7
UNIROYAL ELEC,C17713,CHIP RESISTOR - SURFACE MOUNT 47KOHMS ±1% 1/8W 0805 ROHS,0805,168244,CHIP RESISTOR - SURFACE MOUNT,0805W8F4702T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4702T5E_C17713.pdf,0.0028,47000.0,1.0,Resistor,,46530.0,47470.0
UNIROYAL ELEC,C23185,CHIP RESISTOR - SURFACE MOUNT 49.9OHMS ±1% 1/10W 0603 ROHS,0603,81410,CHIP RESISTOR - SURFACE MOUNT,0603WAF499JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF499JT5E_C23185.pdf,0.0022,49.9,1.0,Resistor,,49.400999999999996,50.399
UNIROYAL ELEC,C23186,CHIP RESISTOR - SURFACE MOUNT 5.1KOHMS ±1% 1/10W 0603 ROHS,0603,803009,CHIP RESISTOR - SURFACE MOUNT,0603WAF5101T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5101T5E_C23186.pdf,0.0016,5100.0,1.0,Resistor,,5049.0,5151.0
UNIROYAL ELEC,C22843,CHIP RESISTOR - SURFACE MOUNT 1.5KOHMS ±1% 1/10W 0603 ROHS,0603,156289,CHIP RESISTOR - SURFACE MOUNT,0603WAF1501T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1501T5E_C22843.pdf,0.0018,1500.0,1.0,Resistor,,1485.0,1515.0
CHANGJIANG ELECTRONICS TECH (CJ),C2128,SWITCHING DIODE 100V 150MA 1.25V @ 150MA 4NS SOD-323 ROHS,SOD-323,818248,SWITCHING DIODE,1N4148WS,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-1N4148WS_C2128.pdf,0.0174,,5.0,,100.0,,
SEMTECH,C81598,SWITCHING DIODE 75V 150MA 1.25V @ 150MA 4NS SOD-123 ROHS,SOD-123,212422,SWITCHING DIODE,1N4148W,https://datasheet.lcsc.com/szlcsc/Semtech-1N4148W_C81598.pdf,0.0144,,5.0,,75.0,,
UNIROYAL ELEC,C17540,CHIP RESISTOR - SURFACE MOUNT 200OHMS ±1% 1/8W 0805 ROHS,0805,259468,CHIP RESISTOR - SURFACE MOUNT,0805W8F2000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2000T5E_C17540.pdf,0.0028,200.0,1.0,Resistor,,198.0,202.0
UNIROYAL ELEC,C22975,CHIP RESISTOR - SURFACE MOUNT 2KOHMS ±1% 1/10W 0603 ROHS,0603,586735,CHIP RESISTOR - SURFACE MOUNT,0603WAF2001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2001T5E_C22975.pdf,0.0016,2000.0,1.0,Resistor,,1980.0,2020.0
UNIROYAL ELEC,C25092,CHIP RESISTOR - SURFACE MOUNT 22OHMS ±1% 1/16W 0402 ROHS,0402,98040,CHIP RESISTOR - SURFACE MOUNT,0402WGF220JTCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF220JTCE_C25092.pdf,0.0011,22.0,1.0,Resistor,,21.78,22.22
SAMSUNG ELECTRO-MECHANICS,C45783,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22UF 25V 0805 ROHS,0805,424485,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21A226MAQNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21A226MAQNNNE_C45783.pdf,0.0334,,5.0,,25.0,,
UNIROYAL ELEC,C31850,CHIP RESISTOR - SURFACE MOUNT 22KOHMS ±1% 1/10W 0603 ROHS,0603,248752,CHIP RESISTOR - SURFACE MOUNT,0603WAF2202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2202T5E_C31850.pdf,0.0016,22000.0,1.0,Resistor,,21780.0,22220.0
CHANGJIANG ELECTRONICS TECH (CJ),C20526,TRANSISTORS (NPN/PNP) NPN 200MA 40V SOT-23(SOT-23-3) ROHS,SOT-23,103897,TRANSISTORS (NPN/PNP),MMBT3904,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-MMBT3904_C20526.pdf,0.0168,,5.0,,40.0,,
HUBEI KENTO ELEC,C2297,LIGHT EMITTING DIODES (LED) 0805 ROHS,LED_0805,287898,LIGHT EMITTING DIODES (LED),-,https://datasheet.lcsc.com/szlcsc/Hubei-KENTO-Elec-Green-0805-Iv-207-249-mcd-atIF-20mA_C2297.pdf,0.0174,,5.0,,,,
UNIROYAL ELEC,C17661,CHIP RESISTOR - SURFACE MOUNT 3KOHMS ±1% 1/8W 0805 ROHS,0805,181228,CHIP RESISTOR - SURFACE MOUNT,0805W8F3001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F3001T5E_C17661.pdf,0.0049,3000.0,1.0,Resistor,,2970.0,3030.0
SEIKO EPSON,C32346,SMD CRYSTAL RESONATORS 32.768KHZ ±20PPM SMD-3215_2P ROHS,SMD-3215_2P,68385,SMD CRYSTAL RESONATORS,Q13FC1350000400,https://datasheet.lcsc.com/szlcsc/1901081604_Seiko-Epson-Q13FC1350000400_C32346.pdf,0.1421,,5.0,,,,
UNIROYAL ELEC,C17630,CHIP RESISTOR - SURFACE MOUNT 330OHMS ±1% 1/8W 0805 ROHS,0805,191465,CHIP RESISTOR - SURFACE MOUNT,0805W8F3300T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F3300T5E_C17630.pdf,0.0028,330.0,1.0,Resistor,,326.7,333.3
UNIROYAL ELEC,C4216,CHIP RESISTOR - SURFACE MOUNT 33KOHMS ±1% 1/10W 0603 ROHS,0603,87115,CHIP RESISTOR - SURFACE MOUNT,0603WAF3302T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3302T5E_C4216.pdf,0.0016,33000.0,1.0,Resistor,,32670.0,33330.0
UNIROYAL ELEC,C22807,CHIP RESISTOR - SURFACE MOUNT 150KOHMS ±1% 1/10W 0603 ROHS,0603,32601,CHIP RESISTOR - SURFACE MOUNT,0603WAF1503T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1503T5E_C22807.pdf,0.0016,150000.0,1.0,Resistor,,148500.0,151500.0
GUANGDONG FENGHUA ADVANCED TECH,C49217,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 2.2UF 50V 0805 ROHS,0805,134804,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0805F225M500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0805F225M500NT_C49217.pdf,0.0236,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C23630,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 2.2UF 16V 0603 ROHS,0603,322796,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10A225KO8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10A225KO8NNNC_C23630.pdf,0.0096,,5.0,,16.0,,
UNIROYAL ELEC,C22950,CHIP RESISTOR - SURFACE MOUNT 20OHMS ±1% 1/10W 0603 ROHS,0603,69861,CHIP RESISTOR - SURFACE MOUNT,0603WAF200JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF200JT5E_C22950.pdf,0.0032,20.0,1.0,Resistor,,19.8,20.2
UNIROYAL ELEC,C25765,CHIP RESISTOR - SURFACE MOUNT 20KOHMS ±1% 1/16W 0402 ROHS,0402,203918,CHIP RESISTOR - SURFACE MOUNT,0402WGF2002TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF2002TCE_C25765.pdf,0.0012,20000.0,1.0,Resistor,,19800.0,20200.0
NEXPERIA,C2500,SWITCHING DIODE 100V 125MA 1.25V @ 150MA 4NS SOT-23(SOT-23-3) ROHS,SOT-23,59780,SWITCHING DIODE,"BAV99,215",https://datasheet.lcsc.com/szlcsc/Nexperia-BAV99-215_C2500.pdf,0.0164,,5.0,,100.0,,
SAMSUNG ELECTRO-MECHANICS,C1634,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10PF 50V 0603 ROHS,0603,199079,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C100JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C100JB8NNNC_C1634.pdf,0.0068,1e-11,5.0,Capacitor,50.0,9.5e-12,1.05e-11
SAMSUNG ELECTRO-MECHANICS,C1613,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 3.3NF 50V 0603 ROHS,0603,76852,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B332KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B332KB8NNNC_C1613.pdf,0.0163,,5.0,,50.0,,
GUANGDONG FENGHUA ADVANCED TECH,C53987,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 4.7NF 50V 0603 ROHS,0603,62148,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B472K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B472K500NT_C53987.pdf,0.0042,,5.0,,50.0,,
YAGEO,C49678,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100NF 50V 0805 ROHS,0805,3209733,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CC0805KRX7R9BB104,https://datasheet.lcsc.com/szlcsc/YAGEO-CC0805KRX7R9BB104_C49678.pdf,0.017,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C24497,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100NF 50V 1206 ROHS,1206,146975,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL31B104KBCNNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL31B104KBCNNNC_C24497.pdf,0.0206,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C15849,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1UF 50V 0603 ROHS,0603,1029369,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10A105KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10A105KB8NNNC_C15849.pdf,0.009,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C52923,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1UF 25V 0402 ROHS,0402,298220,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05A105KA5NQNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05A105KA5NQNC_C52923.pdf,0.0121,,5.0,,25.0,,
SAMSUNG ELECTRO-MECHANICS,C1848,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1UF 50V 1206 ROHS,1206,72792,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL31B105KBHNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL31B105KBHNNNE_C1848.pdf,0.0308,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C19702,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10UF 10V 0603 ROHS,0603,675316,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10A106KP8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10A106KP8NNNC_C19702.pdf,0.013,,5.0,,10.0,,
UNIROYAL ELEC,C22775,CHIP RESISTOR - SURFACE MOUNT 100OHMS ±1% 1/10W 0603 ROHS,0603,1623132,CHIP RESISTOR - SURFACE MOUNT,0603WAF1000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1000T5E_C22775.pdf,0.0016,100.0,1.0,Resistor,,99.0,101.0
UNIROYAL ELEC,C25803,CHIP RESISTOR - SURFACE MOUNT 100KOHMS ±1% 1/10W 0603 ROHS,0603,1544718,CHIP RESISTOR - SURFACE MOUNT,0603WAF1003T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1003T5E_C25803.pdf,0.0016,100000.0,1.0,Resistor,,99000.0,101000.0
UNIROYAL ELEC,C22935,CHIP RESISTOR - SURFACE MOUNT 1MOHMS ±1% 1/10W 0603 ROHS,0603,226744,CHIP RESISTOR - SURFACE MOUNT,0603WAF1004T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1004T5E_C22935.pdf,0.0033,1000000.0,1.0,Resistor,,990000.0,1010000.0
UNIROYAL ELEC,C25900,CHIP RESISTOR - SURFACE MOUNT 4.7KOHMS ±1% 1/16W 0402 ROHS,0402,559751,CHIP RESISTOR - SURFACE MOUNT,0402WGF4701TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF4701TCE_C25900.pdf,0.0009,4700.0,1.0,Resistor,,4653.0,4747.0
UNIROYAL ELEC,C23178,CHIP RESISTOR - SURFACE MOUNT 470KOHMS ±1% 1/10W 0603 ROHS,0603,66077,CHIP RESISTOR - SURFACE MOUNT,0603WAF4703T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4703T5E_C23178.pdf,0.0021,470000.0,1.0,Resistor,,465300.0,474700.0
UNIROYAL ELEC,C23197,CHIP RESISTOR - SURFACE MOUNT 51OHMS ±1% 1/10W 0603 ROHS,0603,147079,CHIP RESISTOR - SURFACE MOUNT,0603WAF510JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF510JT5E_C23197.pdf,0.0016,51.0,1.0,Resistor,,50.49,51.51
UNIROYAL ELEC,C17734,CHIP RESISTOR - SURFACE MOUNT 510OHMS ±1% 1/8W 0805 ROHS,0805,354789,CHIP RESISTOR - SURFACE MOUNT,0805W8F5100T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F5100T5E_C17734.pdf,0.0028,510.0,1.0,Resistor,,504.9,515.1
UNIROYAL ELEC,C27834,CHIP RESISTOR - SURFACE MOUNT 5.1KOHMS ±1% 1/8W 0805 ROHS,0805,822223,CHIP RESISTOR - SURFACE MOUNT,0805W8F5101T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F5101T5E_C27834.pdf,0.0028,5100.0,1.0,Resistor,,5049.0,5151.0
EVERLIGHT ELEC,C72043,LIGHT EMITTING DIODES (LED) GREEN 520~535NM 112~258MCD@20MA TOP VIEW 0603 ROHS,LED_0603,291742,LIGHT EMITTING DIODES (LED),19-217/GHC-YR1S2/3T,https://datasheet.lcsc.com/szlcsc/Everlight-Elec-19-217-GHC-YR1S2-3T_C72043.pdf,0.0509,,5.0,,,,
ON SEMICON,C7950,"GENERAL PURPOSE AMPLIFIERS GENERAL PURPOSE 2 3V ~ 32V, ±1.5V ~ 16V 1MHZ 0.6 V/US SOIC-8_150MIL ROHS",SOIC-8_150MIL,43162,GENERAL PURPOSE AMPLIFIERS,LM358DR2G,https://datasheet.lcsc.com/szlcsc/ON-Semicon-ON-LM358DR2G_C7950.pdf,0.0738,,5.0,,3.0,,
MDD)ICRODIODE ELECTRONICS),C22452,"SCHOTTKY BARRIER DIODES (SBD) SMA(DO-214AC) ROHS""","SMA,DO-214AC",170080,SCHOTTKY BARRIER DIODES (SBD),SS54,https://datasheet.lcsc.com/szlcsc/1903061001_MDD-Jiangsu-Yutai-Elec-SS54_C22452.pdf,0.0441,,5.0,,,,
SAMSUNG ELECTRO-MECHANICS,C19666,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 4.7UF 16V 0603 ROHS,0603,203305,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10A475KO8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10A475KO8NNNC_C19666.pdf,0.0166,,5.0,,16.0,,
SEMTECH,C9808,SWITCHING DIODE 75V 200MA 1V @ 10MA 4NS LL-34 ROHS,LL-34,674007,SWITCHING DIODE,LL4148,https://datasheet.lcsc.com/szlcsc/Semtech-LL4148_C9808.pdf,0.0086,,5.0,,75.0,,
UNIROYAL ELEC,C23162,CHIP RESISTOR - SURFACE MOUNT 4.7KOHMS ±1% 1/10W 0603 ROHS,0603,986640,CHIP RESISTOR - SURFACE MOUNT,0603WAF4701T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4701T5E_C23162.pdf,0.0033,4700.0,1.0,Resistor,,4653.0,4747.0
UNIROYAL ELEC,C25819,CHIP RESISTOR - SURFACE MOUNT 47KOHMS ±1% 1/10W 0603 ROHS,0603,456822,CHIP RESISTOR - SURFACE MOUNT,0603WAF4702T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4702T5E_C25819.pdf,0.0038,47000.0,1.0,Resistor,,46530.0,47470.0
UNIROYAL ELEC,C23196,CHIP RESISTOR - SURFACE MOUNT 51KOHMS ±1% 1/10W 0603 ROHS,0603,146824,CHIP RESISTOR - SURFACE MOUNT,0603WAF5102T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5102T5E_C23196.pdf,0.0017,51000.0,1.0,Resistor,,50490.0,51510.0
CHANGJIANG ELECTRONICS TECH (CJ),C2145,TRANSISTORS (NPN/PNP) NPN 600MA 160V SOT-23(SOT-23-3) ROHS,SOT-23,826546,TRANSISTORS (NPN/PNP),MMBT5551,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-MMBT5551_C2145.pdf,0.02,,5.0,,160.0,,
UNIROYAL ELEC,C23228,CHIP RESISTOR - SURFACE MOUNT 680OHMS ±1% 1/10W 0603 ROHS,0603,175245,CHIP RESISTOR - SURFACE MOUNT,0603WAF6800T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF6800T5E_C23228.pdf,0.0016,680.0,1.0,Resistor,,673.2,686.8
UNIROYAL ELEC,C23212,CHIP RESISTOR - SURFACE MOUNT 6.8KOHMS ±1% 1/10W 0603 ROHS,0603,56504,CHIP RESISTOR - SURFACE MOUNT,0603WAF6801T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF6801T5E_C23212.pdf,0.0017,6800.0,1.0,Resistor,,6732.0,6868.0
UNIROYAL ELEC,C23231,CHIP RESISTOR - SURFACE MOUNT 68KOHMS ±1% 1/10W 0603 ROHS,0603,67278,CHIP RESISTOR - SURFACE MOUNT,0603WAF6802T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF6802T5E_C23231.pdf,0.0047,68000.0,1.0,Resistor,,67320.0,68680.0
EVERLIGHT ELEC,C72041,LIGHT EMITTING DIODES (LED) BLUE 465~475NM 11.5~28.5MCD@5MA TOP VIEW 0603 ROHS,LED_0603,219816,LIGHT EMITTING DIODES (LED),19-217/BHC-ZL1M2RY/3T,https://datasheet.lcsc.com/szlcsc/Everlight-Elec-19-217-BHC-ZL1M2RY-3T_C72041.pdf,0.026,,5.0,,,,
UNIROYAL ELEC,C4328,CHIP RESISTOR - SURFACE MOUNT 20KOHMS ±1% 1/8W 0805 ROHS,0805,354162,CHIP RESISTOR - SURFACE MOUNT,0805W8F2002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2002T5E_C4328.pdf,0.0027,20000.0,1.0,Resistor,,19800.0,20200.0
UNIROYAL ELEC,C25811,CHIP RESISTOR - SURFACE MOUNT 200KOHMS ±1% 1/10W 0603 ROHS,0603,112683,CHIP RESISTOR - SURFACE MOUNT,0603WAF2003T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2003T5E_C25811.pdf,0.0016,200000.0,1.0,Resistor,,198000.0,202000.0
UNIROYAL ELEC,C23345,CHIP RESISTOR - SURFACE MOUNT 22OHMS ±1% 1/10W 0603 ROHS,0603,256208,CHIP RESISTOR - SURFACE MOUNT,0603WAF220JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF220JT5E_C23345.pdf,0.0033,22.0,1.0,Resistor,,21.78,22.22
UNIROYAL ELEC,C17561,CHIP RESISTOR - SURFACE MOUNT 22OHMS ±1% 1/8W 0805 ROHS,0805,149124,CHIP RESISTOR - SURFACE MOUNT,0805W8F220JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F220JT5E_C17561.pdf,0.005,22.0,1.0,Resistor,,21.78,22.22
UNIROYAL ELEC,C4211,CHIP RESISTOR - SURFACE MOUNT 3KOHMS ±1% 1/10W 0603 ROHS,0603,392321,CHIP RESISTOR - SURFACE MOUNT,0603WAF3001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3001T5E_C4211.pdf,0.0018,3000.0,1.0,Resistor,,2970.0,3030.0
